x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,target
0.8239632248878479,0.6178365349769592,-5.689619797522028e-07,0.7635806202888489,0.5803327560424805,-0.014755813404917717,0.7241277694702148,0.49545517563819885,-0.019091060385107994,0.7179755568504333,0.41249793767929077,-0.02466905303299427,0.7286646962165833,0.35741758346557617,-0.02619168721139431,0.7563957571983337,0.4421147406101227,0.0032392083667218685,0.7679886221885681,0.389909029006958,-0.024553608149290085,0.7710736393928528,0.4461526572704315,-0.040102291852235794,0.7704101800918579,0.48653674125671387,-0.04594968259334564,0.7928269505500793,0.44891366362571716,-9.488155774306506e-05,0.8028786182403564,0.3998352885246277,-0.030380962416529655,0.8038173317909241,0.47130221128463745,-0.037383951246738434,0.800641655921936,0.5134280323982239,-0.03446058928966522,0.8257534503936768,0.45825308561325073,-0.008300571702420712,0.8359172940254211,0.4232109487056732,-0.03830709308385849,0.8307052850723267,0.4910237193107605,-0.029248174279928207,0.8231333494186401,0.5306757688522339,-0.0146558852866292,0.8577997088432312,0.47181573510169983,-0.017967281863093376,0.8665930032730103,0.43775254487991333,-0.03338785842061043,0.8598682284355164,0.4877239167690277,-0.02250710502266884,0.8519101738929749,0.5197302103042603,-0.009833669289946556,A
0.8134539127349854,0.6160068511962891,-5.652898380503757e-07,0.7552932500839233,0.5806357860565186,-0.01890360750257969,0.7135442495346069,0.4972893297672272,-0.024750087410211563,0.7024656534194946,0.41473063826560974,-0.031006330624222755,0.7139341235160828,0.3585706055164337,-0.032384008169174194,0.7447315454483032,0.4419413208961487,0.0010824259370565414,0.7510511875152588,0.3892771303653717,-0.027900330722332,0.757158100605011,0.4473349452018738,-0.042613349854946136,0.7580007314682007,0.4863542318344116,-0.0473221093416214,0.7823951244354248,0.4467718303203583,-0.00018397877283859998,0.7875478863716125,0.39717793464660645,-0.03153950348496437,0.7901360988616943,0.47036588191986084,-0.03756813704967499,0.7868597507476807,0.5101541876792908,-0.033093757927417755,0.8161545991897583,0.455539345741272,-0.006947135552763939,0.8219090700149536,0.4214855432510376,-0.03914601355791092,0.8181464076042175,0.491232693195343,-0.029791487380862236,0.8111109733581543,0.5297463536262512,-0.01373343262821436,0.8491133451461792,0.46904492378234863,-0.015267484821379185,0.8536539077758789,0.4320891201496124,-0.03170128911733627,0.8475444316864014,0.48196887969970703,-0.02043839730322361,0.8403400182723999,0.5136663913726807,-0.006687506567686796,A
0.8023935556411743,0.616623044013977,-5.60724402021151e-07,0.7409200668334961,0.585311770439148,-0.01829935424029827,0.695523202419281,0.5055166482925415,-0.023515578359365463,0.6811014413833618,0.42525166273117065,-0.029295943677425385,0.6859697699546814,0.36814889311790466,-0.030684836208820343,0.7248095273971558,0.4468097984790802,0.002020734129473567,0.7283729314804077,0.39572009444236755,-0.025969676673412323,0.7368534803390503,0.4530705213546753,-0.04117007553577423,0.7407215237617493,0.4926632046699524,-0.04657779633998871,0.7615464925765991,0.4480579197406769,0.0007076214533299208,0.7645581960678101,0.40085291862487793,-0.029624156653881073,0.771294355392456,0.473172664642334,-0.03630291670560837,0.7726346254348755,0.515060305595398,-0.032631248235702515,0.7952606678009033,0.45421460270881653,-0.00590762821957469,0.7996202707290649,0.42089006304740906,-0.037022870033979416,0.7996681332588196,0.4893935024738312,-0.028478629887104034,0.7963358163833618,0.5297200083732605,-0.013405654579401016,0.8282164335250854,0.4654169976711273,-0.014101694338023663,0.8311477303504944,0.4305684566497803,-0.030517231673002243,0.8276641368865967,0.4818378984928131,-0.019873235374689102,0.8230807781219482,0.5155901312828064,-0.006682996638119221,A
0.7838539481163025,0.6153640151023865,-5.611925075754698e-07,0.7189276218414307,0.5851614475250244,-0.015518301166594028,0.6701467037200928,0.5104822516441345,-0.02045874111354351,0.6531553268432617,0.43146681785583496,-0.02683238498866558,0.6591792702674866,0.37435734272003174,-0.02919701114296913,0.6977223753929138,0.453036367893219,0.004029395990073681,0.6968220472335815,0.4036695957183838,-0.023424623534083366,0.7094278335571289,0.4569109082221985,-0.03890369087457657,0.7161619663238525,0.4936576187610626,-0.04471934959292412,0.7351456880569458,0.4506953954696655,0.0009097496513277292,0.7336764335632324,0.4047601521015167,-0.028339538723230362,0.7457185387611389,0.4723067879676819,-0.03537949547171593,0.7497536540031433,0.5132095217704773,-0.03239903971552849,0.7704346776008606,0.4527856409549713,-0.00720951845869422,0.7717369794845581,0.4203701913356781,-0.037210505455732346,0.776053249835968,0.48738938570022583,-0.028387347236275673,0.7746194005012512,0.5286160111427307,-0.013441447168588638,0.8052053451538086,0.46124088764190674,-0.016798555850982666,0.8052196502685547,0.4257923662662506,-0.03235742449760437,0.8042644262313843,0.4753545820713043,-0.021136274561285973,0.8017445802688599,0.5099034309387207,-0.007679011207073927,A
0.7737560868263245,0.6160790324211121,-5.333742478796921e-07,0.7096470594406128,0.589917778968811,-0.018712930381298065,0.6576999425888062,0.517576277256012,-0.025180840864777565,0.6362877488136292,0.4404247999191284,-0.03205205872654915,0.6449573040008545,0.3821808397769928,-0.03408937156200409,0.6837961077690125,0.4590449333190918,0.0006684538093395531,0.6795918345451355,0.4083184599876404,-0.02688169851899147,0.6953395009040833,0.4623729884624481,-0.04090789705514908,0.7029743194580078,0.5005891919136047,-0.045467227697372437,0.7219849228858948,0.45281848311424255,-0.00027050721109844744,0.7170034646987915,0.40624910593032837,-0.03093770146369934,0.7320391535758972,0.47593703866004944,-0.037263695150613785,0.7372521758079529,0.5174158215522766,-0.03300466388463974,0.7581495642662048,0.4539121389389038,-0.006272101774811745,0.7560589909553528,0.42094936966896057,-0.03783006593585014,0.7628036737442017,0.489892840385437,-0.028495578095316887,0.7629968523979187,0.5319250226020813,-0.012296289205551147,0.7944450378417969,0.4606502056121826,-0.013741851784288883,0.7908458113670349,0.42359739542007446,-0.030147433280944824,0.7909655570983887,0.4725061058998108,-0.01883847825229168,0.7891032695770264,0.5057536363601685,-0.004856254439800978,A
0.7705116868019104,0.6133701205253601,-5.416085855358688e-07,0.7059769630432129,0.5896128416061401,-0.01787360943853855,0.6537776589393616,0.5187637805938721,-0.024221932515501976,0.6325122714042664,0.44355279207229614,-0.03125026449561119,0.6381999850273132,0.38559725880622864,-0.033778999000787735,0.6800519227981567,0.45965519547462463,0.0006300965324044228,0.6732178926467896,0.4128982722759247,-0.027823947370052338,0.6898929476737976,0.465480238199234,-0.04276479408144951,0.6992257237434387,0.5020673274993896,-0.04771168902516365,0.7179402709007263,0.4536813497543335,-0.0009760665125213563,0.7116833329200745,0.4112107455730438,-0.03201399743556976,0.7277268767356873,0.47958624362945557,-0.03860744088888168,0.7341973781585693,0.5198882818222046,-0.034552719444036484,0.7534772753715515,0.4543711841106415,-0.0076691205613315105,0.7507251501083374,0.4234815537929535,-0.03991318121552467,0.758791446685791,0.49177658557891846,-0.030937612056732178,0.7602776288986206,0.5332950949668884,-0.014845906756818295,0.7892475724220276,0.46071764826774597,-0.01571214757859707,0.7851559519767761,0.4248253405094147,-0.032843172550201416,0.7867444157600403,0.47377222776412964,-0.021689951419830322,0.7862502336502075,0.5070937871932983,-0.007621108088642359,A
0.769893229007721,0.6127902865409851,-5.351540721676429e-07,0.705394983291626,0.5955345630645752,-0.0189355555921793,0.6508241891860962,0.5249258875846863,-0.025067735463380814,0.6275944113731384,0.45004069805145264,-0.031290967017412186,0.6307503581047058,0.39248961210250854,-0.0328313410282135,0.6753206253051758,0.46436822414398193,-0.001278580049984157,0.6683878898620605,0.4177517592906952,-0.028994068503379822,0.6870626211166382,0.4720430374145508,-0.042813755571842194,0.6971557140350342,0.5092877149581909,-0.04722020775079727,0.7125855684280396,0.4558272361755371,-0.00222223112359643,0.7051138281822205,0.41275256872177124,-0.03317102789878845,0.7235388159751892,0.48231613636016846,-0.03923488408327103,0.7313823699951172,0.5230119228363037,-0.03476570174098015,0.7482700347900391,0.4549560248851776,-0.008119923993945122,0.7444549202919006,0.4237862825393677,-0.039837781339883804,0.7548595666885376,0.49309465289115906,-0.030134599655866623,0.7569742202758789,0.5347710847854614,-0.013824527151882648,0.7839155197143555,0.4594571888446808,-0.015468723140656948,0.7788116335868835,0.42647480964660645,-0.032522059977054596,0.782263457775116,0.4769897162914276,-0.02127557434141636,0.7823452949523926,0.5097642540931702,-0.007309723645448685,A
0.779914379119873,0.6144697666168213,-5.692036779691989e-07,0.7158403396606445,0.5934884548187256,-0.014853106811642647,0.6619393229484558,0.5250841379165649,-0.0195377916097641,0.6387706398963928,0.4513947367668152,-0.025484493002295494,0.6424775719642639,0.3950798213481903,-0.027395600453019142,0.6864610910415649,0.4643693268299103,0.0021228285040706396,0.678038477897644,0.4189366102218628,-0.02336450293660164,0.6944329738616943,0.4689684808254242,-0.03654032200574875,0.704460859298706,0.5017765164375305,-0.04108242318034172,0.7231617569923401,0.4573248326778412,-0.0007351313252002001,0.7150972485542297,0.4179493188858032,-0.027914490550756454,0.7323270440101624,0.48158028721809387,-0.03327792510390282,0.7400529980659485,0.5188796520233154,-0.029652832075953484,0.7588050365447998,0.4556778073310852,-0.008228259161114693,0.7533124089241028,0.42650172114372253,-0.03683774173259735,0.7637497782707214,0.4910024404525757,-0.027592791244387627,0.7668756246566772,0.5312427282333374,-0.012853878550231457,0.7949693202972412,0.46025991439819336,-0.017011629417538643,0.7876978516578674,0.4264402389526367,-0.0326545350253582,0.7909454703330994,0.474407821893692,-0.02187138982117176,0.7925747632980347,0.5082225799560547,-0.008799977600574493,A
0.7558740377426147,0.5966726541519165,-5.889227168154321e-07,0.6910012364387512,0.5615842342376709,-0.01317741721868515,0.64531409740448,0.4845898151397705,-0.01727806031703949,0.6307070255279541,0.4080207049846649,-0.023344306275248528,0.6287001371383667,0.35052287578582764,-0.025706155225634575,0.6747053861618042,0.43197059631347656,0.0034246514551341534,0.6708173155784607,0.38073018193244934,-0.024151373654603958,0.6819747686386108,0.4346408545970917,-0.0393926165997982,0.6880754232406616,0.47528091073036194,-0.044491276144981384,0.7127134799957275,0.43160828948020935,-0.0007322999881580472,0.7067691087722778,0.38694053888320923,-0.028840135782957077,0.7167303562164307,0.4526573121547699,-0.03528299927711487,0.7214581966400146,0.49550899863243103,-0.03223526477813721,0.7487009763717651,0.43686816096305847,-0.00969981960952282,0.7446222901344299,0.4047304093837738,-0.03763550892472267,0.747780442237854,0.4702352285385132,-0.02876771241426468,0.7481374144554138,0.5118215084075928,-0.014396853744983673,0.7850748896598816,0.4484752118587494,-0.020027924329042435,0.780302107334137,0.41197702288627625,-0.0338602215051651,0.7773976922035217,0.4572315812110901,-0.022693339735269547,0.7757914662361145,0.4894695281982422,-0.009770560078322887,A
0.7865472435951233,0.5922110080718994,-5.542123062696191e-07,0.7248396277427673,0.5724115967750549,-0.017500746995210648,0.6729716062545776,0.5020716786384583,-0.023750992491841316,0.651515543460846,0.4302169680595398,-0.030180420726537704,0.652999997138977,0.3748956322669983,-0.03237786889076233,0.7001413702964783,0.44464659690856934,-0.0044953846372663975,0.6947458982467651,0.3963845670223236,-0.030983246862888336,0.7100399732589722,0.4480977952480316,-0.04438501223921776,0.7178636789321899,0.48616963624954224,-0.048971857875585556,0.7359619140625,0.438260555267334,-0.005886278580874205,0.7297765016555786,0.3930570185184479,-0.035645101219415665,0.7451394200325012,0.4605521261692047,-0.04143338277935982,0.752227246761322,0.5024480223655701,-0.037348441779613495,0.7695947885513306,0.4405433237552643,-0.011614342220127583,0.7674351930618286,0.4090651273727417,-0.04164206609129906,0.775439441204071,0.47304826974868774,-0.0331762470304966,0.7776921987533569,0.5136224031448364,-0.01845916546881199,0.8030166029930115,0.4475751221179962,-0.018557393923401833,0.7993872165679932,0.4135240316390991,-0.03457139432430267,0.8003865480422974,0.4605242609977722,-0.024159060791134834,0.7991102933883667,0.4938112199306488,-0.01136806234717369,A
